mID,nsites,formula,pointGroup,spaceGroup,volume,a,b,c,alpha,beta,gamma,eij
mp-6628,11,CsCd(NO2)3,3,146,174.20863789011207,5.58508289,5.58508289,5.58508289,90.31035529,90.31035538,90.31035526,0.111067
mp-11017,11,KCd(NO2)3,3,146,161.99158269884097,5.45178011,5.45178011,5.45178011,90.78219581,90.78219585,90.78219572,0.39726
mp-11016,11,RbCd(NO2)3,3,146,166.3819061040664,5.50033665,5.50033665,5.50033665,90.55586737,90.55586738,90.55586732,0.186248
mp-11018,11,TlCd(NO2)3,3,146,165.88787685055934,5.49494355,5.49494356,5.49494356,90.61279086,90.61279090,90.61279089,0.4335
mp-684609,2,HCl,mm2,44,53.06999403105957,4.18273604,4.18273568,4.25073817,59.46071036,59.46071320,62.56448784,0.17073
mp-685145,2,BN,mm2,42,16.49724749898005,3.27375635,3.27375679,2.50732566,101.09749882,101.09750193,134.81590167,0.48243
mp-2964,4,NaNO2,mm2,44,55.88779120985418,3.63240737,4.32301498,4.32301498,78.74165266,65.15756411,65.15756407,0.074681
mp-22464,4,NaO3,mm2,44,55.67229762678995,3.64017949,4.31656194,4.31656194,76.94960261,65.06103036,65.06103027,0.3671
mp-34465,4,Li2HN,mm2,44,33.174221649058495,3.66859576,3.66859640,3.54638921,61.09596354,61.09596522,56.18651121,0.41231
mp-545552,4,SnO,mm2,31,82.26363363612899,4.28589677,3.35432575,5.72217255,90.00000000,90.00735932,90.00000000,0.59306
mp-632296,4,HF,mm2,36,38.59485847665045,2.78685909,2.78685909,5.18095999,90.00000000,90.00000000,73.56794772,1.92677
mp-632326,4,HCl,mm2,36,95.51581816897358,4.24133421,5.45838832,4.24133421,90.00000000,76.59617239,90.00000000,0.21289
mp-776563,4,CrO3,mm2,38,63.76244581796793,4.90273431,4.86260861,3.09691653,90.00000000,90.00000000,120.27334782,0.944885
mp-5777,5,BaTiO3,mm2,38,67.77511735502912,3.98753058,4.12278807,4.12278806,90.48823846,90.00000000,90.00000000,3.43676
mp-27726,6,SO2,mm2,41,123.03741735995312,4.43414626,4.43414626,6.26650151,90.00000000,90.00000000,93.03099807,0.266929
mp-34381,6,H4IN,mm2,44,97.5546951081543,5.04781643,5.16875902,5.16875952,61.54132395,60.77105598,60.77105286,0.25167
mp-644271,6,LiHS,mm2,40,96.05078555681408,6.17469014,3.94442956,3.94442956,91.11782423,90.00000000,90.00000000,0.17875
mp-625998,6,LiHO,mm2,39,57.77662839022128,3.56121148,3.56121148,4.55612885,89.47670419,90.52329581,89.78815397,0.76021
mp-764716,6,Fe2OF3,mm2,38,73.89579535104305,4.87819724,4.87819724,3.10626751,90.00000000,90.00000000,88.55652785,0.39826
mp-763136,6,FeOF,mm2,31,69.96677958348022,4.76146893,4.73134574,3.10574822,90.00000000,90.00000000,90.00000000,0.633904
mp-771637,7,LiFe2(ClO)2,mm2,25,116.02145860214802,3.99361601,8.44582391,3.43977467,89.99785144,90.00065520,90.00064888,0.170526
mp-1954,8,P3N5,mm2,44,77.07091008762012,2.62908123,4.49009398,7.02789174,108.62516370,100.78026702,90.00567241,0.502873
mp-25503,8,CrHO2,mm2,31,65.75113413248339,3.04076442,4.36961474,4.94854274,90.00000000,90.00000000,90.00000000,0.734471
mp-23803,8,GaHO2,mm2,31,65.8001463995746,3.00395142,4.39104437,4.98845581,90.00000000,90.00000000,90.00000000,1.84833
mp-23807,8,AlHO2,mm2,31,58.194332759317845,2.86154568,4.26347775,4.76997397,90.00000000,90.00000000,90.00000000,1.837347
mp-542980,8,FeHO2,mm2,31,69.20739349626109,3.06009053,4.48451209,5.04316316,90.00000000,90.00000000,90.00000000,1.29627
mp-504535,8,InHO2,mm2,31,83.0365740042157,3.32960589,4.63825099,5.37678097,90.00000000,90.00000000,90.00000000,0.94965
mp-625054,8,AlHO2,mm2,36,65.86659726049224,6.25355147,6.25355147,3.73430179,90.00000000,90.00000000,26.80958207,0.47139
mp-625056,8,AlHO2,mm2,36,66.31654719132358,6.29390687,6.29390687,3.73653119,90.00000000,90.00000000,26.61772944,0.44775
mp-626902,8,AlHO2,mm2,36,64.54709616,6.22540362,6.22540362,3.73600000,90.00000000,90.00000000,26.47418892,0.42046
mp-754117,8,YHO2,mm2,31,94.26864063346966,5.50978902,4.86454340,3.51714435,90.00000000,90.00000000,90.00000000,1.00393
mp-755543,8,HoHO2,mm2,31,92.34393858790462,5.46391342,4.84852460,3.48573993,90.00000000,90.00000000,90.00000000,0.96266
mp-777422,8,DyHO2,mm2,31,94.13025143314654,5.49722475,4.87658702,3.51131464,90.00000000,90.00000000,90.00000000,1.01787
mp-626075,8,MnHO2,mm2,31,71.08932577578284,4.49643512,5.36298266,2.94801488,90.00000000,90.00000000,90.00000000,0.507498
mp-5770,4,AgNO2,mm2,44,63.222936972295166,3.90835552,4.51349885,4.51349884,68.91367902,64.34425625,64.34425626,0.28345
mp-632229,4,HBr,mm2,36,108.73307241531805,4.44316861,5.64365550,4.44316861,90.00000000,77.40165189,90.00000000,0.22968
mp-764312,4,VOF2,mm2,44,55.72979347821904,3.73424415,5.42763506,3.08566689,72.81427085,90.01197441,69.85576652,4.90296
mp-20337,5,ZrPbO3,mm2,38,76.35838416475433,4.17635609,4.27679085,4.27679085,91.63484309,90.00000000,90.00000000,2.19649
mp-685150,6,PbF2,mm2,41,108.91525419097492,4.25158674,8.50434522,7.37309487,30.00297003,54.78880353,60.10860051,1.32601
mp-625136,6,CsHO,mm2,36,123.32080137469941,6.44572037,6.44572037,4.54656085,90.00000000,90.00000000,40.75648479,0.239176
mp-626417,6,CsH3O2,mm2,38,79.82893218884432,4.43624741,4.63093325,4.42664541,90.00000000,90.00000000,118.62050822,0.55201
mp-867689,6,LiCuS,mm2,31,96.92843076582345,4.09975365,6.17385232,3.82945688,90.00000000,90.00000000,90.00000000,1.777057
mp-1880,8,SbF3,mm2,40,140.21630280290873,4.62041925,4.62041926,7.11611695,90.00000000,90.00000000,112.63418056,0.53254
mp-23297,8,BrF3,mm2,36,141.37517317883936,4.87029859,4.87029860,6.22883341,90.00000000,90.00000000,106.88786976,1.05624
mp-550714,8,PbO,mm2,29,188.0010446271828,5.95511950,5.79079045,5.45169981,89.99570024,89.99606298,90.00050611,0.99145
mp-560008,8,PNF2,mm2,36,125.51712350380427,4.98913491,5.29910167,5.29910196,116.37209688,90.00000000,90.00000000,0.22549
mp-677103,8,RbHF2,mm2,46,130.96007606271917,5.60161760,5.60161702,5.60161769,97.43667121,116.33680373,115.27243045,0.10769
mp-625150,8,ScHO2,mm2,36,86.47644481581138,6.71846929,6.71846929,4.05048020,90.00000000,90.00000000,28.22846626,0.48522
mp-626102,8,FeHO2,mm2,36,77.78815561723769,3.98962011,6.46588091,6.46588091,152.20136150,90.00000000,90.00000000,0.4681
mp-753277,8,LiAgF2,mm2,31,109.52566194958659,3.18054857,5.10805288,6.74153585,90.00000000,90.00000000,89.92435269,0.3951
mp-754718,8,NaCuO2,mm2,36,115.34916249199435,2.79490796,5.97476528,7.10464826,90.00000000,90.00000000,103.52635596,0.83295
mp-752415,8,NbO2F,mm2,38,127.62090885629138,4.00757047,5.64564120,5.64564120,92.41495001,90.00000000,90.00000000,3.72691
mp-571636,4,InCl,mm2,36,124.6861501945414,4.41143523,4.54414566,6.59945605,90.00000000,109.52554948,90.00000000,1.26802
mp-685146,4,CdTe,mm2,36,145.52112557539357,4.67575202,4.67575202,7.63690305,90.00000000,90.00000000,60.64243308,0.005838
mp-32669,6,Ag2S,mm2,36,128.1323013449293,4.26464048,4.26464052,8.96929904,107.51666845,107.23930069,111.82895163,0.061786
mp-753775,6,BaCaI4,mm2,25,266.8765758062705,5.71922354,10.00264024,8.07328325,65.98298938,44.91087340,54.93143930,0.13838
mp-29761,7,UCO5,mm2,44,102.51007003581054,4.34794155,4.89084771,5.82616288,114.81763461,111.90936160,90.00000002,0.35024
mp-675163,7,Mn(CuCl2)2,mm2,38,152.77824785668622,3.84713150,7.52963908,7.52963864,60.23394902,59.27408556,59.27408414,0.753828
mp-675475,7,Li2MnBr4,mm2,44,167.7992297172986,7.82992577,10.32369372,6.72976159,29.24714285,54.42157114,40.69789367,4.25368
mp-570589,8,SeBr,mm2,41,289.9761328724129,4.46974608,4.46974516,15.11222478,90.00000000,90.00000000,106.17083698,0.215996
mp-28099,8,SBr,mm2,41,305.5448712938777,4.75365392,4.75365392,14.25809523,90.00000000,90.00000000,108.49929726,1.5e-05
mp-510421,8,CrO3,mm2,40,137.7630503267866,5.10575387,5.29139829,5.82154686,90.00000000,90.00000000,118.84605515,0.82744
mp-32479,8,Tl3VO4,mm2,44,169.2757440026735,6.02005816,6.16752707,6.16752707,65.01685843,60.78785189,60.78785186,0.412344
mp-1175,8,SrS3,mm2,41,206.21406227659926,5.43903290,5.43903289,7.00896281,90.00000000,90.00000000,95.99145600,1.03735
mp-558134,8,TlF,mm2,39,187.29569756632142,5.41621095,5.47493711,6.31615960,90.00000000,90.00000000,90.00000000,1.96014
mp-561804,8,CrO3,mm2,40,136.02080535913575,4.99884001,5.29354655,5.82970749,90.00000000,90.00000000,118.14651542,0.88498
mp-8781,4,SnS,mm2,39,194.7103715977628,4.16294912,4.16294912,11.23619252,90.00000000,90.00000000,89.30130325,1.82147
mp-20526,4,PbS,mm2,39,205.82873483826353,4.25470630,4.25470630,11.37018857,90.00000000,90.00000000,89.88763091,4.34366
mp-23292,6,HgBr2,mm2,36,230.20179567305354,4.30854264,4.30854264,13.08790883,90.00000000,90.00000000,108.64876632,0.03102
mp-23173,6,HgI2,mm2,36,291.90175557090174,4.65570635,4.65570635,14.38170457,90.00000000,90.00000000,110.54667526,0.08206
mp-675531,8,NaBiS2,mm2,43,192.429374439274,8.07666575,10.80212113,7.16277114,28.99381903,55.56600601,41.44836484,8.682324
mp-562283,9,GePb3O5,mm2,35,160.2481403092055,5.50092838,5.38799868,5.40724841,89.15892135,90.00000000,90.00000000,0.456221
mp-765525,9,Li2VOF5,mm2,44,125.81675174651788,5.46957085,5.46957085,5.46957053,111.69994402,71.81113363,71.45170605,1.880727
mp-32539,10,W(ClO)2,mm2,26,248.73737067588797,3.87330505,8.31579354,7.72245949,90.00000000,90.00000000,90.00000000,5.71508
mp-774146,10,W(BrO)2,mm2,26,263.18433070915745,7.70784688,3.86961927,8.82386212,90.00000000,90.00000000,90.00000000,7.42786
mp-765254,10,W(OF)2,mm2,26,198.40680094163892,7.72072168,3.88852948,6.60865776,90.00000000,90.00000000,90.00000000,5.78427
mp-28295,10,CsIO3,mm2,31,219.35607480284594,4.76897778,6.82515119,6.73925813,90.00000000,90.00000000,90.00106520,0.57882
mp-754071,10,Pb2O3,mm2,31,153.10909104592267,7.42448879,5.77035774,3.57387152,90.00000000,89.66888553,90.00000000,1.3869
mp-754202,10,CsClO3,mm2,31,211.65353177071256,6.81280573,6.57345242,4.72617346,90.00000000,90.23543179,90.00000000,0.08524
mp-675324,10,BaCO3,mm2,34,173.14875425230113,5.46667677,9.97365599,8.88267681,26.73043203,52.64210048,57.05126046,0.770228
mp-717,10,B2O3,mm2,36,76.81362105739218,4.17213687,4.58080798,4.58080798,118.67020997,90.00000000,90.00000000,0.79605
mp-4187,10,Ge2N2O,mm2,36,142.39548548576573,5.17655847,5.54408254,5.54408254,116.49879888,90.00000000,90.00000000,0.225446
mp-4497,10,Si2N2O,mm2,36,121.68848735917254,4.89529270,5.27070889,5.27070889,116.51545192,90.00000000,90.00000000,0.24806
mp-19885,10,InGaS3,mm2,36,234.95747048453075,3.80701951,6.23336528,10.08237505,90.00000000,100.88251495,90.00000000,0.2168
mp-28473,10,CClF3,mm2,36,180.84827845362756,4.89407544,6.19318692,6.19318692,105.54520625,90.00000000,90.00000000,0.150921
mp-14588,10,Na2PtSe2,mm2,36,233.9026159541951,3.75050226,5.75838256,11.45483782,90.00000000,90.00000000,109.00531591,0.18078
mp-7447,10,Rb2Se3,mm2,36,358.54084935855064,6.86511346,6.86511346,8.09180444,90.00000000,90.00000000,109.92299191,0.207767
mp-7449,10,Cs2Se3,mm2,36,407.9371285551196,7.14692778,7.14692778,8.53790234,90.00000000,90.00000000,110.70507708,0.107071
mp-7446,10,Rb2S3,mm2,36,321.5279144104991,6.54443790,6.54443791,7.95987669,90.00000000,90.00000000,109.41744343,0.08932
mp-10223,10,Na2PdS2,mm2,36,205.88894104867617,3.58954801,5.52334606,10.98050257,90.00000000,90.00000000,108.96213663,0.031072
mp-10246,10,Na2PtS2,mm2,36,206.86978490131665,3.59335057,5.55127292,10.96055962,90.00000000,90.00000000,108.88386895,0.12709
mp-18765,10,Na2NiO2,mm2,36,121.50605054312351,2.86542028,5.30536522,8.30113035,90.00000000,90.00000000,105.66720024,0.13412
mp-7667,10,K2S3,mm2,36,284.98813000011836,6.29597711,6.29597711,7.58762730,90.00000000,90.00000000,108.64218017,0.113028
mp-7670,10,K2Se3,mm2,36,320.1107779972596,6.60586010,6.60586010,7.75218447,90.00000000,90.00000000,108.86639292,0.329346
mp-28369,10,GeH3Cl,mm2,36,191.4351139806069,4.81491757,4.81491757,8.58306117,90.00000000,90.00000000,105.83343481,0.20037
mp-849318,10,Na2FeO2,mm2,36,135.0294508681322,3.00172949,5.49650549,8.50738907,90.00000000,90.00000000,105.84631100,0.167882
mp-754401,10,Al2O3,mm2,36,133.90853222931602,5.59784592,5.59784592,4.96874137,90.00000000,90.00000000,59.32136940,0.331092
mp-777522,10,LiFeF3,mm2,36,117.01225245909767,7.53844120,14.74430723,5.02289395,89.89393254,89.89425472,12.09837152,0.738442
mp-867745,10,Ge2N2O,mm2,36,138.72876019967845,3.09382089,8.91061896,5.10995793,90.00175803,89.99954449,100.00397882,0.45175
mp-560088,10,Cs2Li3F5,mm2,38,170.92311439624106,4.05038985,4.13460900,10.41359120,101.45041706,90.00000000,90.00000000,0.05599
mp-673798,10,K3ClO,mm2,38,286.878104361257,5.27561381,10.43353480,7.37415564,44.97305119,90.00000000,90.00000000,1.04985
mp-778819,10,LiMnF3,mm2,38,127.30859968127406,6.41699155,6.41688061,3.24247148,89.93023236,89.91523055,72.46124351,0.26488
mp-777672,10,LiFeF3,mm2,38,121.1386524905769,6.30477552,6.30375326,3.23539558,90.18555137,90.19839319,70.40473778,2.2e-05
mp-760484,10,TmBO3,mm2,40,116.35552951617461,4.20752414,3.88179905,8.47066385,90.00046399,89.99964315,122.75127745,1.67838
mp-760477,10,SmBO3,mm2,40,128.49754567971453,4.21243068,4.05235911,8.81102350,90.00060049,90.00002506,121.31374451,0.93787
mp-760457,10,YBO3,mm2,40,121.22547320873561,4.12407727,3.96768154,8.67174697,90.00031693,90.00003130,121.31463181,1.16617
mp-760405,10,ErBO3,mm2,40,117.21051628604394,4.07193322,3.91568818,8.60604530,89.99997069,90.00000741,121.32969616,1.26136
mp-753318,10,DyBO3,mm2,40,120.53708264539804,4.11335231,3.95612402,8.67106748,90.00003362,89.99981367,121.32360520,1.17079
mp-753056,10,HoBO3,mm2,40,118.51797024573649,4.10644735,3.92808806,8.61853902,90.00019582,90.00001658,121.51349675,1.26116
mp-558728,10,Cs3Li2F5,mm2,42,204.1370672707876,4.24612413,4.24612501,11.71798415,100.53957846,100.53958749,89.47536693,1.31882
mp-27253,10,Au2O3,mm2,43,141.03307037476145,4.05580926,5.70378860,6.83063593,83.94097305,72.72947193,69.17367553,0.305898
mp-546190,10,Ag2O3,mm2,43,132.92832136112034,3.78296026,5.67207077,6.83801065,84.71447358,73.93661216,70.52393560,0.252598
mp-8943,10,PtF4,mm2,43,137.23617530492155,5.60424167,5.60424167,5.69048488,106.27942731,106.27942742,115.51378036,0.39041
mp-13868,10,PdF4,mm2,43,135.42377486701724,5.58209415,5.58209415,5.64944042,106.86743859,106.86743856,114.37341818,0.43152
mp-760432,10,Cu2O3,mm2,43,104.61270991860918,5.19134892,3.60871216,6.22725699,73.15478083,84.21352598,69.54039767,0.413939
mp-764697,10,Li3VOF5,mm2,44,128.5583219177629,6.23262731,5.48822550,6.40335177,54.64938111,89.98329605,124.48451017,0.498283
mp-676038,11,Ga5(PS)3,mm2,25,241.8849057227171,3.83125014,23.15555659,6.70375694,29.71186595,55.14455748,60.23979637,0.200762
mp-561475,11,V2MoO8,mm2,35,155.93434021787868,3.71323809,4.33319904,9.86738140,90.00185894,100.84147683,90.00044833,1.95064
mp-560882,12,SeO2,mm2,26,193.02040102140631,4.66273285,5.21633521,7.93591830,90.00000000,90.00000000,90.00000000,0.530918
mp-644419,12,LiHS,mm2,26,190.98590880563995,6.16526638,3.94303510,7.85631407,90.00000000,90.00000000,90.00000000,0.150376
mp-763095,12,FeOF,mm2,26,138.67311859975527,6.69499007,9.46583416,3.09531315,90.00000000,90.00000000,135.01399964,0.90401
mp-29510,12,Hg2TeO3,mm2,28,266.217220442753,3.79429427,6.00984354,11.67459891,90.00000000,90.00000000,90.00000000,0.55618
mp-569051,12,MgH2,mm2,29,108.52037898762705,4.65032620,4.76907517,4.89320844,90.00000000,90.00000000,90.00000000,1.39791
mp-4627,12,CoAsS,mm2,29,174.23129063059042,5.58590337,5.59044160,5.57938872,90.00000000,90.00000000,90.00000000,0.116366
mp-556605,12,ZrO2,mm2,29,141.63520695150882,5.13195681,5.15922030,5.34938870,90.00000000,90.00000000,90.00000000,1.235111
mp-20817,12,GePtSe,mm2,29,228.4516343269867,6.07660116,6.10666747,6.15643453,90.00000000,90.00000000,90.00000000,0.199077
mp-9270,12,SbIrS,mm2,29,227.79093936254674,6.11158383,6.09847712,6.11168938,90.00000000,90.00000000,90.00000000,0.090926
mp-685097,12,HfO2,mm2,29,134.7666554288833,5.04013818,5.07445131,5.26927564,90.00000000,90.00000000,90.00000000,1.218718
mp-753378,12,TaGaO4,mm2,30,132.18455445339896,4.67097895,5.65089327,5.00790056,90.00000000,90.00000000,90.00000000,0.780299
mp-3228,12,HgSO4,mm2,31,163.75211062599826,4.92999414,4.98348535,6.66510994,90.00000000,90.00000000,90.00000000,0.2755
mp-5679,12,CdSO4,mm2,31,156.18869169001812,4.84806734,4.88067739,6.60086486,90.00000000,90.00000000,90.00000000,0.89949
mp-10796,12,HgSeO4,mm2,31,180.0278487564174,5.09085510,5.17040437,6.83950145,90.00000000,90.00000000,90.00000000,0.57127
mp-763052,12,Fe2OF3,mm2,31,145.98316278480098,4.85121745,9.68896526,3.10580817,90.00000000,90.00000000,90.00000000,0.477004
mp-769365,12,ZnSeO4,mm2,31,148.02567364672737,6.17322232,4.92332116,4.87042614,90.00000000,90.00000000,90.00000000,0.406796
mp-772052,12,CdSeO4,mm2,31,170.1067726717753,6.82050169,4.96791475,5.02031710,90.00000000,90.00000000,90.00000000,0.84891
mp-28460,12,Br2O,mm2,33,320.6812434087962,4.34793175,7.08528976,10.40958042,90.00000000,90.00000000,90.00000000,0.57053
mp-554089,12,SiO2,mm2,33,181.16391790709991,5.06459772,5.08228974,7.03829278,90.00000000,90.00000000,90.00000000,0.17468
mp-22889,12,ZnCl2,mm2,33,338.4316747569326,6.35769981,6.57585051,8.09504101,90.00000000,90.00000000,90.00000000,0.10249
mp-402,12,CdP2,mm2,33,288.1194674501355,5.24770641,5.48237859,10.01461022,90.00000000,90.00000000,90.00000000,0.018233
mp-753539,12,SbOF,mm2,33,242.27599778670483,7.08387193,8.38826016,4.07725429,90.00000000,90.00000000,90.00000000,1.17495
mp-754628,12,WN2,mm2,33,287.769966677438,5.88918000,8.13412706,6.00730505,90.00000000,90.00000000,90.00000000,0.12552
mp-761568,12,Rb2CoO3,mm2,36,207.34170608520225,6.37572866,6.37572849,5.40236822,90.00000000,90.00000000,109.23870125,0.795342
mp-5784,12,Na2GeO3,mm2,36,172.98071601880687,4.99944771,6.31393970,6.32424871,119.94609210,90.00000000,90.00000000,0.90224
mp-3933,12,Mg2PN3,mm2,36,132.60845796964773,4.76123452,5.65987907,5.65987907,119.60689791,90.00000000,90.00000000,2.48109
mp-14568,12,BaMgF4,mm2,36,183.73957520062254,4.16516518,5.93465462,7.71941784,90.00000000,105.65146917,90.00000000,0.586922
mp-8973,12,NaSi2N3,mm2,36,129.5166937131608,4.91306476,5.50818605,5.50818605,119.67211868,90.00000000,90.00000000,0.2824
mp-5012,12,Li2SiO3,mm2,36,122.55616623203959,4.72905398,5.45695739,5.47708361,119.87851866,90.00000000,90.00000000,1.18405
mp-4533,12,Na2SiO3,mm2,36,159.58060660815238,4.87626349,6.15757767,6.14211163,120.08333096,90.00000000,90.00000000,0.54049
mp-9248,12,SiCu2S3,mm2,36,213.4681485549704,6.08059720,6.35415046,6.35415047,119.59888400,90.00000000,90.00000000,0.143039
mp-3881,12,BaZnF4,mm2,36,189.28345209123137,4.25332707,5.97025081,7.75147088,90.00000000,105.92364722,90.00000000,0.62192
mp-555321,12,BaNiF4,mm2,36,183.4975496474015,4.20427073,5.90878633,7.67984443,90.00000000,105.88581375,90.00000000,0.53073
mp-21489,12,Rb2PbO3,mm2,36,257.0515045357705,6.14072952,6.70683119,6.70683118,111.47066255,90.00000000,90.00000000,1.07944
mp-22756,12,K2PbO3,mm2,36,234.2603478778772,6.10303888,6.47207934,6.47207934,113.60073551,90.00000000,90.00000000,0.446619
mp-3998,12,LaTaO4,mm2,36,168.76985171797324,3.97329108,5.66807118,7.75278229,90.00000000,104.84762857,90.00000000,2.21809
mp-21521,12,Cs2PbO3,mm2,36,284.8350478404849,6.21160182,7.02035958,7.02035958,111.50227681,90.00000000,90.00000000,0.641632
mp-556850,12,BaMnF4,mm2,36,201.69225755069263,4.28106377,6.09806056,8.01688869,90.00000000,105.48599463,90.00000000,0.48493
mp-27987,12,BrF5,mm2,36,201.89856107267195,5.03968973,5.03968973,7.99567448,90.00000000,90.00000000,96.17788057,0.23013
mp-5853,12,LiSi2N3,mm2,36,119.04404151115196,4.81440275,5.33093962,5.34965590,119.88433471,90.00000000,90.00000000,0.77927
mp-14433,12,NaGe2N3,mm2,36,150.91761343873605,5.18649745,5.77263261,5.77263261,119.16635127,90.00000000,90.00000000,0.42379
mp-15349,12,Li2GeO3,mm2,36,133.17867041322248,4.93478469,5.54824505,5.59965471,119.69676135,90.00000000,90.00000000,0.96836
mp-557291,12,BaCoF4,mm2,36,188.76321739576088,4.22761340,6.00806770,7.72645574,90.00000000,105.87743032,90.00000000,0.677717
mp-28264,12,RbH3O2,mm2,36,145.0807250800273,4.22775795,6.07548689,6.02474570,90.00000000,90.00000000,110.36110706,0.22484
mp-29515,12,PH2F3,mm2,36,155.07024278980685,5.08984912,5.08984912,6.27863830,90.00000000,90.00000000,107.56944396,0.31771
mp-697111,12,H2O,mm2,36,124.89446946517214,4.45057171,4.45057171,7.27885769,90.00000000,90.00000000,60.02691935,0.27257
mp-643009,12,SrMgH4,mm2,36,150.3120967045958,7.05472858,7.05472858,5.61371677,90.00000000,90.00000000,32.54763921,0.72092
mp-643756,12,EuMgH4,mm2,36,141.84289428289455,6.84709858,6.84709858,5.56822993,90.00000000,90.00000000,32.91177471,0.16067
mp-853167,12,Na2VO3,mm2,36,175.30485072121803,6.36473833,6.38383455,4.97701743,90.00000000,90.00000000,60.09890356,1.15122
mp-753798,12,Rb2SnO3,mm2,36,242.8377802834034,6.65688519,6.65688519,5.87300330,90.00000000,90.00000000,111.08157613,0.74877
mp-770149,12,Li2CrO3,mm2,36,133.60966324868625,5.64183411,5.57549348,4.92428649,90.00000000,90.00000000,59.60561035,1.41724
mp-756156,12,Rb2ZrO3,mm2,36,243.96208398588038,6.62459733,6.62459733,5.97341874,90.00000000,90.00000000,111.46563994,0.49742
mp-756401,12,TaAsO4,mm2,36,163.5087723631258,3.94032810,7.56914951,5.67800068,90.00000000,90.00000000,105.08719299,1.17897
mp-768223,12,Cs2CeO3,mm2,36,298.7426488239202,7.02260365,7.02260365,6.54551856,90.00000000,90.00000000,112.26243594,0.430713
mp-768230,12,SmTaO4,mm2,36,163.59189613966825,3.92906379,7.75196598,5.55232396,90.00000000,90.00000000,104.68020203,1.90961
mp-768176,12,TmTaO4,mm2,36,160.19083700704348,3.86360164,7.91822892,5.39936491,90.00000000,90.00000000,104.12090504,1.291
mp-559847,12,Ag5P(S2Cl)2,mm2,38,266.6080372057153,6.33350757,6.45252602,7.48753624,90.00000000,90.00000000,119.39168908,0.567763
mp-764943,12,Fe4O3F5,mm2,38,142.79308966560743,4.80889868,4.80889868,6.19003681,90.00000000,90.00000000,94.03397553,0.477157
mp-554573,12,SiO2,mm2,40,189.2315336138126,5.12824935,5.12824942,8.37876682,90.00000000,90.00000000,120.82162541,1e-05
mp-780753,12,FeOF,mm2,40,139.91988063013073,4.76889785,4.76889785,6.15238493,90.00000000,90.00000000,89.95843690,1.26666
mp-764829,12,Fe4O3F5,mm2,44,142.15591353594405,5.71100781,5.71100781,5.71100781,69.21235060,103.64654632,65.84773892,0.376974
mp-781958,12,V4O3F5,mm2,44,143.91496950168084,5.73175700,5.73175700,5.73175700,70.05780582,104.44559376,65.82861044,2.629036
mp-555251,12,SiO2,mm2,46,215.79989911328306,5.08547840,7.05829313,7.05829339,72.05829752,68.88454618,68.88454204,0.14902
mp-554206,13,Cs2Al2As2O7,mm2,44,255.6246476369677,5.56240766,7.34830677,7.34830710,76.01021258,67.76029586,67.76030185,0.352282
mp-753671,6,PNO,222,24,76.66823479376943,4.83331081,4.50336579,7.07043956,89.99355723,137.01667071,117.74492275,0.093334
mp-32684,8,HBr,222,19,220.6261981075205,6.25417238,6.03270165,5.84756942,90.00000000,90.00000000,90.00000000,0.469832
mp-35220,8,PHN2,222,24,80.16202410917356,4.75238430,4.78369870,4.87289872,119.31631449,119.10527925,90.00560515,0.197379
mp-27724,6,BPS4,222,23,175.19094359894007,5.28669259,6.26021568,6.69368365,117.87998869,113.25983641,90.00000002,0.010746
mp-555166,8,BaAg2SnS4,222,23,208.0456939400043,6.50847217,6.50847189,6.50847150,100.31312294,112.55787109,115.93531055,0.021177
mp-569114,8,BaAg2SnSe4,222,23,235.4135639161232,6.77408636,6.77408723,6.77408716,101.39039498,111.54356833,115.80428452,0.00562
mp-568328,10,FeP4,222,20,141.9475899012414,5.00938817,5.53454769,5.69972246,90.00000000,116.06824839,90.00000000,0.041954
mp-765444,10,LiSi2NiO6,222,21,137.03195291913536,5.33636249,5.30280259,5.60378148,90.00005847,89.99984871,120.21404501,0.117146
mp-765849,10,LiFe(SiO3)2,222,21,141.45054678597307,5.37636751,5.37265532,5.65363254,89.99783167,90.00228779,119.98434373,0.064201
mp-752930,10,LiCu(PO3)2,222,21,134.70096458855213,5.34203547,5.07351273,5.64798584,89.99859723,89.99038661,118.36278823,0.251084
mp-766964,11,Li2Fe2SiO6,222,21,157.9388242066838,5.38210929,5.53897674,6.06138145,90.00000000,90.00000000,119.06750612,0.128686
mp-27462,12,AlPS4,222,16,374.43734795522334,5.71230345,5.71644625,11.46678755,90.00000000,90.00000000,90.00000000,0.000856
mp-561224,12,TeO2,222,19,188.7791584444983,4.89343197,5.04383718,7.64855567,90.00000000,90.00000000,90.00000000,0.031943
mp-7456,12,SnF2,222,19,231.6783640935219,5.14741973,5.30178559,8.48933623,90.00000000,90.00000000,90.00000000,0.005985
mp-29174,12,SiCl2,222,19,399.4332124094612,4.02708966,7.18939575,13.79623183,90.00000000,90.00000000,90.00000000,0.004906
mp-7595,12,GeF2,222,19,214.79159760282155,4.97134296,5.23964378,8.24597096,90.00000000,90.00000000,90.00000000,0.020608
mp-8377,12,TeO2,222,19,200.97228383897186,4.47124676,5.10885320,8.79800300,90.00000000,90.00000000,90.00000000,0.122008
mp-29966,12,NOF,222,19,197.68408208835393,4.22364939,4.45168822,10.51378521,90.00000000,90.00000000,90.00000000,0.002017
mp-754954,12,Ag2Se,222,19,269.63935101155585,4.67993508,7.79719642,7.38932843,90.00000000,90.00000000,90.00000000,0.023581
